Keyword,Source,Sentence,Note_ID
偏心,comment,感觉那么专一对孩子很窒息,68868d14000000001d00e57e
偏心,comment,你说对了，我就是这么想的，所以我生俩，其实生一个生俩都是为了我自己，没有为其他任何人，我两个孩子就是挨着生的，他俩相差仅两岁，生完两个我直接上了防育措施，所以我可以做到完完全全对孩子公平，只是这里是网络，我怕有人炮轰我,68868d14000000001d00e57e
偏心,comment,回复：没人骂你都骂的是那种自己想生偏要说为了老大的,68868d14000000001d00e57e
偏心,comment,是的，我问我爸妈为什么选择生二胎（也就是我），明明一胎已经是男孩了，他们说的就是为了养老+怕失独,68868d14000000001d00e57e
偏心,comment,以前不能理解和接受父母偏心，自己养了三只猫就明白了，我很爱我的猫，但总有一只是我心里最偏爱的,68868d14000000001d00e57e
偏心,comment,对 所以带入一下就明白 真的很难一碗水端平 不是不想端 是有时候自己不自觉又或者别的原因所以这碗水端不平的,68868d14000000001d00e57e
偏心,comment,别说猫了，我养几盆花都有偏爱的上周五中午12点有4个我在追的综艺电视剧同时更新，我中午吃饭下饭都先看最偏爱的,68868d14000000001d00e57e
偏心,comment,别说猫了我平时爱买笔 都会有买了一直用的和不用放那落灰的,68868d14000000001d00e57e
偏心,comment,如果孩子可以选择要不要二妈，你能不能接受你的孩子说着真的爱你，但是选择第二个妈妈，并且也爱她,68868d14000000001d00e57e
偏心,comment,如果不能接受，那为什么会觉得真爱第一个孩子就不会生第二个是错的,68868d14000000001d00e57e
偏心,comment,那你能接受你的孩子爱你的同时也爱爸爸吗,68868d14000000001d00e57e
偏心,comment,还是看能不能接受除了自己以外还爱另外一个妈妈比较真实,68868d14000000001d00e57e
偏心,comment,回复：我没太看懂你的意思我的意思是说如果妈妈可以接受孩子爱自己之外的另一个妈妈，那就说明亲情没有排他性，妈妈可以同时平等爱着两个孩子,68868d14000000001d00e57e
偏心,comment,回复：从他的角度兄弟姐妹是竞争者，是资源瓜分者瓜分甚至抢夺爸妈的爱，财产，他的角度也没错,68868d14000000001d00e57e
偏心,comment,回复：那你可以这样想，一对拉拉共同养育一个子女，两个妈妈，或者一对同两个爸爸，他们会要求孩子只能爱其中一个吗,68868d14000000001d00e57e
偏心,comment,不，是被偏爱的那个都会选择生二胎,68868d14000000001d00e57e
偏心,comment,那种真的差不多能做到一碗水端平的，算我没说，只要有偏向，就是这样的导向,68868d14000000001d00e57e
偏心,comment,我之前看到过一个人的言论，大概意思是因为他是家里老二，比如在选专业这方面的话因为可以向老大取经验，所以觉得这算一个好处才生的二胎，总之他的言论让我感觉有种“得利益者”的感觉，所以很好奇有些人会不会因为这种想法才会生二胎,68868d14000000001d00e57e
偏心,comment,说真的 生了二胎老大就是很可怜 年龄大点还好 他能接受 那种差几岁的 他还是个宝宝啊 就天天被嫌弃 小的睡觉大的闭嘴 小的哭了 大的被说 然后还说对不起老大 给老大生个伴……哎,68868d14000000001d00e57e
偏心,comment,回复：所以可以选择不生老二的 还是老二幸福点 毕竟他小 理念中都是大的让小的,68868d14000000001d00e57e
偏心,comment,这底下发言就可以看出分别了，一方非常自洽且以自身出发列举幸福的地方，另一方总是试图找到对方身上不幸福的漏洞——成长孤独，养老压力，以及道德问题（对父母的钱有占有欲,68868d14000000001d00e57e
偏心,comment,其实反过来的也有啊，独生或者鼓吹独生的拼命在找非独的不幸其实没钱没爱才是不幸，和生几个没关系,68868d14000000001d00e57e
偏心,comment,我认为真爱自己的人不会让身体经历第二次生育,68868d14000000001d00e57e
偏心,comment,回复：是的 而且感觉这种偏心会一辈子延续 ，我现实就见过这样的，ta大学学费都是贷款要自己还而且在家里负担得起的情况下，钱都给妹妹了，ta妈妈喜欢妹妹因为妹妹是一直在父母身边长大的,68868d14000000001d00e57e
偏心,comment,回复：我妈小学低年级老师，这种情况见到过不少 就是老大养在乡下爷爷奶奶家，六岁才给接到城里来上学，对小孩来说，外边要适应学校新环境，里边要适应没见过几面的亲爹妈和所谓手足，前两年简直不是人过的日子 他们爹妈还有脸来找我妈抱怨说老大跟他们不亲，养不熟 一般有养在身边的二胎的，我妈都是客气客气把人哄走，不然能怎么办，指着他们鼻子说能养一个就能养俩，养不了俩生什么生，最多平时可怜孩子多看顾一点，注意下情绪,68868d14000000001d00e57e
偏心,comment,那个小姑娘是不是才三岁，我昨天睡前刷到的，气到连打一篇小作文骂她,68868d14000000001d00e57e
偏心,comment,可我是的啊，很爱很爱我女儿，把所有的能给都给她，所以并不想再生小孩,68868d14000000001d00e57e
偏心,comment,我也是，一想到原本给他所有的爱和物质要分一半时 我就不想生了,68868d14000000001d00e57e
偏心,comment,那可太好了,68868d14000000001d00e57e
偏心,comment,那你有没有想过有钱人会生更多的孩子，穷人多生会加大贫富差距，有钱人多生是划分财富，有钱人愿意给穷人的资产只有那么一点，这样看还是有钱人多生才是真的良性循环,68868d14000000001d00e57e
偏心,comment,本来就不具有专一性，我爱我的老大也爱我的老二，我陪伴他们长大，有说不上多但可以供应需求的金钱精力,68868d14000000001d00e57e
偏心,comment,那长大后老大意识到财产要被平分给兄弟会后悔吗，毕竟本来独属于他的，单纯好奇这个问题，毕竟评论区很多老大都不喜欢父母生的老二，无论情感上还是物质上都被瓜分了,68868d14000000001d00e57e
偏心,comment,你说的这些会不会是父母的自我感动呢,68868d14000000001d00e57e
偏心,comment,回复：个人感觉老大不喜欢老二的，基本都是父母偏心的吧，孩子们本身对彼此是有爱的，恨意多是出自嫉妒、不公,68868d14000000001d00e57e
偏心,comment,回复：你买个房子养父母老跟朋友商量吗，你跟朋友不是竞争关系，但是他俩是资源竞争者,68868d14000000001d00e57e
偏心,comment,回复：喘气的时候朋友也分氧气呢,68868d14000000001d00e57e
偏心,comment,一个都够够的了，烦死了,68868d14000000001d00e57e
偏心,comment,哈哈哈哈坚决不生二胎也不一定是全心全意爱老大,68868d14000000001d00e57e
偏心,comment,小时候女儿可乖了，我一直觉得我很会带孩子，直到蹦出个二胎男孩、现在天天懊悔，烦得要死,68868d14000000001d00e57e
偏心,comment,真的是，没人帮带就两个人都上班自己带一个娃都快累死了,68868d14000000001d00e57e
偏心,comment,我也一样，反正后悔,68868d14000000001d00e57e
偏心,comment,我很喜欢非独生家庭来着，因为我不喜欢父母天天关注我，如果有一个姐姐或者妹妹，分掉一部分关注就很好啊，但是哥哥弟弟不行,68868d14000000001d00e57e
偏心,comment,那是因为父母太靠谱了，碰到我这种妈试试，天天婆婆带着，我去上班，儿子见我一面都难，我自己带娃不行只能多挣钱了,68868d14000000001d00e57e
偏心,comment,回复：我说的关注不是指管教我这种，是我格外不喜欢通过线上的方式和别人进行情感联结，每次我妈妈埋怨我不和她和她打电话或者发消息我都觉得很累，但是由于我有个姐姐，所以她可以去直接找我姐满足情感需求，我就觉得挺好的,68868d14000000001d00e57e
偏心,comment,回复：那你还很年轻啊，我爸妈是到年纪了需要孩子的情感上的支持，但是对于我一个人来说满足我爸妈的情感需求挺吃力的，有一个姐姐就挺好的,68868d14000000001d00e57e
偏心,comment,回复：我妈在我小时候也没怎么管我，但是她现在退休了而我不在她身边就会有时候挺想念自己女儿，女儿和妈妈的关系一般也会更紧密感情更深，我也很爱我妈不希望她觉得孤独，但是让我一直和她联系我会觉得心累感觉是每个人性格不同，有些人会很享受父母所以的偏爱和关注，只是我对这个一般般,68868d14000000001d00e57e
偏心,comment,回复：既得利益者永远不会感受到不公平，当老大的不想生二胎，就是太爱孩子了，不想让孩子步自己的后尘,68868d14000000001d00e57e
偏心,comment,回复：我是姐姐，有个妹妹，确实两个孩子家里会热闹一些，因为是妹妹，也不存在重男轻女这事，家里偏心也不明显，但是我从妹妹出生那一刻在所有人眼里就是大孩子了，就要让着妹妹，不夸张，妹妹分走了爸妈百分之八十的精力，不是他们不爱我，而是人的精力实在有限,68868d14000000001d00e57e
偏心,comment,是的 我就是那个当姐姐的最大的 我只想逃得远远的 小孩真的是讨厌到爆炸,68868d14000000001d00e57e
偏心,comment,现在很多子女都渴望唯一，甚至到了无法容忍父母生孩子的自由权，希望获得更多的爱和金钱,68868d14000000001d00e57e
偏心,comment,本质上就是希望获得更好的资源，这是现代的主流观念吧,68868d14000000001d00e57e
偏心,comment,以前是说没钱不要多生孩子，现在是富与不富都希望只有自己,68868d14000000001d00e57e
偏心,comment,这么想有这么想的理由，都只是想过的好一点，但是感觉未来都是这样的人，视兄弟姐妹为抢资源的人，视父母不够爱自己，视长辈资产为自己所有的人，后面的社会真的就是有点冷漠了,68868d14000000001d00e57e
偏心,comment,父母真过于偏心的就算了，但只是因为父母多生了一个，分了部分爱和钱，因此记恨父母手足的，我实在不能认同,68868d14000000001d00e57e
偏心,comment,真有一头牛系列，现在的主流观念有些感觉太过偏执，爱情里对方不能有不能忘怀的前任，不能有性生活，亲情里不能有手足，反正挺严苛的,68868d14000000001d00e57e
偏心,comment,我女儿才一岁半，我在外面陪她玩的时候去牵别的小女孩她都马上跑过来宣示主权反正我只生一个，不想她受委屈,68868d14000000001d00e57e
偏心,comment,怎么总说以前啊以前多生几个到了现在为了一块地争来争去的也不少啊,68868d14000000001d00e57e
偏心,comment,反正就莫名不太喜欢这种情绪,68868d14000000001d00e57e
偏心,comment,回复：想爱唯一只爱自己的女儿很对啊，这是自己选择的,68868d14000000001d00e57e
偏心,comment,我的意思是儿女决定父母的生育有点难以接受，比如有想生的父母，小孩子不能接受，可能纯粹因为怕被抢爱,68868d14000000001d00e57e
偏心,comment,可是评论区成年人大多是怕被抢资源，所表现出的言论让人有点难受，太过于视父母资产为自己所有了,68868d14000000001d00e57e
偏心,comment,以前的兄弟姐妹相亲相爱一家人互帮互助，现在和以后的兄弟姐妹，为了点钱家产资源争的头破血流,68868d14000000001d00e57e
偏心,comment,很认同你了 能理解但不认可现在这些主流思想 感觉是经济危机生活高压下很偏激的苛刻要求了 我能接受我爸妈我老公都不是全心全意的爱我 我觉得只要对我还算好就行了 只要我日子过得去 他们偶尔爱爱别人 也很正常 因为人性就是很复杂啊 不需要追求纯粹 这样反而活得轻松简单,68868d14000000001d00e57e
偏心,comment,回复：我觉得这个正常现象，只是有的人不敢说接受不了舆论而已，,6a0d2f1f000000000702b414
偏心,comment,越大越偏心 小时没有成绩啊 表现啊 对你的关心啊 小的时候没有差异的，长大了可明显了…,6a0d2f1f000000000702b414
偏心,comment,回复：每个孩子都是独特的 ，我家姐姐勤劳 妹妹懒 姐姐学习能力差点 妹妹更优秀些 姐姐性格开朗大大咧咧 妹妹心思细腻想的多，,6a0d2f1f000000000702b414
偏心,comment,是的偏心，做不到两个一样，现在就偏心一直自己带的那个，因为双胎又是母乳瓶喂，1岁之前根本兼顾不了两个，其中一个1岁前就是奶奶带，现在也是更爱跟奶奶在一起，我带的那个就更黏我,6a0d2f1f000000000702b414
偏心,comment,我家也是一岁前奶奶带一个 我偏心我带的 奶奶带的脾气还不好一直打人哭,6a0d2f1f000000000702b414
偏心,comment,不偏心，各有各的可爱，但是花的精力不可能完全一样,6a0d2f1f000000000702b414
偏心,comment,会啊 几个月大的时候会偏心爱哭的 大一点偏心嘴巴甜的 读书了偏心读书好的 工作了偏心工作能力好的,6a0d2f1f000000000702b414
偏心,comment,我偏心不爱哭的，因为哭的那个我嫌烦,6a0d2f1f000000000702b414
偏心,comment,回复：但是你会多抱爱哭闹的 这就是偏心呀,6a0d2f1f000000000702b414
偏心,comment,回复：现在28个月了，不哭了，自己玩，反正都是我一个人带，对她们的爱都是一样的,6a0d2f1f000000000702b414
偏心,comment,回复：大了肯定哭闹少了 爱肯定都会爱 但是心里还是会有偏爱的 我家现在读幼儿园 经常从幼儿园带给我惊喜的嘴巴甜又乖记性好生病少会偏爱点 但是另外一个我也爱呀,6a0d2f1f000000000702b414
偏心,comment,图一左边那个是不是你更喜欢的孩子,6a0d2f1f000000000702b414
偏心,comment,如果两个都是自己带的不会，没带那个只能做到物质不偏心感情上会偏心，我女儿是我婆婆带的，爱哭（动不动就哭那种，上周星期天回了趟老家，她搞得很脏，晚上回到街上结果停水了洗不了澡，第二天早上起来洗了个澡，吹风机坏了网上买的还没到，头发湿的她非要喊她奶奶扎，我就起来给她说湿的不能扎我给你放几个发圈在书包里，我给你们老师讲，头发干了老师帮你扎，她答应了，到了教室她就开始哭，我发消息给老师喊她帮忙扎头发老师说的）看到小虫蚊子她会突然大喊大叫的哭，衣服穿不上要哭，快六岁了，脾气不好，一点没满足就哭，撒谎，一顿只吃小半碗饭，吃半个小时，干什么都墨迹，打骂他们也不高兴真的很难教，所以二胎就算是两个我都自己在带,6a0d2f1f000000000702b414
偏心,comment,都知道贵州那种背带，我女儿那时候已经满四岁了，她喊她奶奶背她，她奶奶就算肩膀痛也会背，吃饭她祖祖和奶奶一有时间就喂，她现在筷子都拿不利索，我教了不听，就凶她打她（其实打的不重）她祖祖和奶奶觉得我们把她压哈了，喊我们不要压她，她奶奶生气把她打的身上青一块紫一块的时候我都没说不让她打（起因有天我给她换衣服发现青一块紫一块我以为她摔得，我就和奶奶说，她说她打的，因为她把自己的东西送人了，非要喊她祖祖买，她祖祖不买就一直哭）但是我们打就不行，那天吃饭她墨迹她爸吼她，她奶奶不让，我就说一天教也教了，怎么都教不会，不打你不听，打了这个都说我们把你压哈了，她奶奶对她是真舍得，那天一来给她买两双鞋，带她吃烧烤,6a0d2f1f000000000702b414
偏心,comment,回复：她出生吃穿都挺好，一家人宠着她，我一天看到什么玩具都给她买，不管用的上用不上，车车一大堆，那时候我才21又不懂这些，觉得他们都对她好我就出去上班了，等我发现问题已经很难教了，我去年生两个双胞胎，给他们买的衣服都往便宜的买，尿不湿也是往便宜的买，玩具就买了两个牙胶和两个摇铃，昨天她爸朋友来我家玩还说你咋不给孩子买些玩具，我都没看到他们的玩具，我说他们小了又不会玩，大点再买，爷奶总是说他们小了没必要买好的，又穿不了多久，我能理解，但是姐姐基本要什么他们买什么，不考虑价钱值不值，因为是他们带的孩子，他爷在外面上班，三天两头打电话首先就是问姐姐，我后悔没自己带，现在带了一年半了也和我们不亲,6a0d2f1f000000000702b414
偏心,comment,回复：我要是恨她我就不会给她买那么多裙子玩具，我自己是原生家庭不好的，我把我小时候想要的没得到的全都买给她，每天带两个小的我还要起来给她扎各种漂亮的头发，发圈一大推都是我买的，生日周末，在家给她过了，她想和小朋友一起过生日分享，我在带小的住院我都订蛋糕叫车给她送学校去，我只是见不得她那些坏习惯，教了不听我就会很烦躁，我也会埋怨自己之前没有自己带，导致她被养成这样子,6a0d2f1f000000000702b414
偏心,comment,回复：没有感觉不爽，我只是觉得他们太过溺爱，他们管教孩子我没有插手，我管教自己的孩子他们插手，他们觉得是他们带大的，我们不能打骂，跟护犊子一样，我自认为平时她要什么我能满足都在满足，她喜欢汉堡烧烤我也时不时带她去吃，衣服玩具零食从来不缺她，每天也给她收拾的漂漂亮亮，，我要是不爱她我就不会管这么多,6a0d2f1f000000000702b414
偏心,comment,我家二宝也是婆婆带，动不动就哭，一天哭800遍，干什么都讨厌,6a0d2f1f000000000702b414
偏心,comment,回复：她是我的第一个孩子，我怎么会不爱她呢，怀上她的时候满怀期待，各种我觉得小孩能用上能玩的都给她准备好了，我和她之间最大的隔阂就是她不是我自己带的，奶奶带的她很亲她奶奶，我很少打她打的也没有奶奶重，我只是吼得凶下不去手，她奶奶打的严重的时候身上全是青一块紫一块的，但她还是亲热她奶奶，我记得她六个月的时候认人，只要奶奶，奶奶洗澡洗多久她就哭多久，我当时真的特别难过，难过的哭，她摔伤我抱着去医院我哭的话都说不清楚，我觉得奶奶他们做好人让我做坏人，我管她，她就去哄去护，这个问题我也正面和他们谈过，他们的原话是小孩子就是要你们当父母的打，然后他们去哄，我说你怎么不去做坏人打我做好人来哄,6a0d2f1f000000000702b414
偏心,comment,我没有偏心，两个孩子各有各的长处，我觉得是互补，我不会因为哪一个不够聪明或者嘴巴笨就偏心聪明嘴甜的，都是我的心头肉,6a0d2f1f000000000702b414
偏心,comment,都好喜欢，这个亲完亲那个,6a0d2f1f000000000702b414
偏心,comment,不过每个孩子在童年的时候都会希望能够得到公平的对待,6a0d2f1f000000000702b414
偏心,comment,其实很多时候觉得累，只是因为站在成年人的角度，所以才累了,6a0d2f1f000000000702b414
偏心,comment,他们就是要一个你爱她的证明,6a0d2f1f000000000702b414
偏心,comment,所以要是再发生像你说的那种什么哄的时候，拍打的那个次数不一样，然后小孩说你为什么他多我不多的时候，你不要去说那妈妈那么累，一瞬间记错了，你就跟他说，哎呀，居然是这样吗,6a0d2f1f000000000702b414
偏心,comment,这个样子，其实小孩要的就是这些东西而已，他就是要你坚定不移的告诉他一件事情，就是你爱他,6a0d2f1f000000000702b414
偏心,comment,就给她一个态度，再碰到这样的一个问题，你就用你的语言或者是行动去坚定不移的告诉他，去有力量的告诉他，你永远会坚定的站在他的身边，你永远爱他,6a0d2f1f000000000702b414
偏心,comment,其实很多家长都是这样，很多妈妈出生的时候都会说，希望她的孩子永远平安健康，只是很多人不懂得用言语和行动来表达，我们总是说爱，不是嘴里说说的，但是其实如果什么都不说是不行的,6a0d2f1f000000000702b414
偏心,comment,我都是自己带的 所以一样都一样烦人,6a0d2f1f000000000702b414
偏心,comment,哈哈哈，是的一样烦人,6a0d2f1f000000000702b414
偏心,comment,太漂亮了，2姐妹,6a0d2f1f000000000702b414
偏心,comment,好可爱，我也是从小都是自己带，不会偏心,6a0d2f1f000000000702b414
偏心,comment,回复：因为带睡的只有我和孩子爸爸 我一个人睡的话 就有个孩子没人睡了,6a0d2f1f000000000702b414
偏心,comment,回复：试过 四个人都睡不好 孩子满床滚 碰到了就哭的哇哇的,6a0d2f1f000000000702b414
偏心,comment,正确的做法是，从幼儿时期就给每个人独特的爱和照顾，比如姐姐喜欢看书就带姐姐讲故事，妹妹喜欢过家家就带妹妹过家家，白天陪姐姐，晚上陪妹妹，都可以,6a0d2f1f000000000702b414
偏心,comment,谢谢姐妹安慰……我家是我婆婆特别偏心妹妹，所以我经常偏心姐姐多一点点 心里其实真的非常难受，但是物质上两个人绝对是一模一样的，我婆婆不在的时候我对她们也都是尽力一样的,6a0d2f1f000000000702b414
偏心,comment,回复：太有意思了，我家也是妹妹像爸爸,6a0d2f1f000000000702b414
偏心,comment,真的吗 但是我感觉精神上带来的偏心会让我更伤心[完啦R][完啦R] 特别是我还是那种心思比较细腻的[完啦R],6a0d2f1f000000000702b414
偏心,comment,回复：真的就很烦躁 抱抱姐妹，我家是婆婆还不是每天在 一周大概来三天，就因为妹妹长的像爸爸 所以她就偏心妹妹 就是那种偏心到 一个草莓她都给妹妹吃草莓尖 姐姐吃后面那种,6a0d2f1f000000000702b414
偏心,comment,情感上我更爱老大，但我同理心上更心疼老二，实际行动上，老大我会夸奖多一些，老二给的物质奖励更多一些,6a0d2f1f000000000702b414
偏心,comment,为了避免他们以后说我偏心，所以我们家规则明确，分开培养兴趣爱好，穿衣服，吃饭零食喜好，都让他们自己选，玩具也是自己挑，分开选，避免攀比,6a0d2f1f000000000702b414
偏心,comment,一开始真是要了我老命，天天哭抢，现在已经好很多，知道玩具最终是谁的，知道排队，知道交换，不过跟爸爸出去，还是爱抢，因为爸爸不管算是两套生态系统了,6a0d2f1f000000000702b414
偏心,comment,好羡慕双胞胎,6a0d2f1f000000000702b414
偏心,comment,hhh我妈妈从小也是这样对我们，以至于现在养了两只小猫，我夸完一只可爱我妈一定要赶紧说另一只也很可爱呀,6a0d2f1f000000000702b414
偏心,comment,回复：我们关系可好了，小时候老打架吵架也不影响感情，赌气不超过半天，长大之后很少吵架了,6a0d2f1f000000000702b414
偏心,comment,我觉得父母老师尽量避免比较她们学习生活各个方面，肯定各方面会有点差异的，不比较就不会影响感情,6a0d2f1f000000000702b414
偏心,comment,如果一个成绩好，一个成绩很差怎么夸,6a0d2f1f000000000702b414
偏心,comment,每次一对比人都要气死了,6a0d2f1f000000000702b414
偏心,comment,偏心正常 因为是人性 但你要接受以后被偏心的也不见得觉得你多重要并且理所应当 不被偏爱的逃离原生家庭不咋搭理你,6a0d2f1f000000000702b414
偏心,comment,带去黄果树累吗,6a0d2f1f000000000702b414
偏心,comment,不累呢，全程姐妹俩自己走完哦,6a0d2f1f000000000702b414
偏心,comment,我们途中带了一些零食和吃的，边玩边走，可高兴了,6a0d2f1f000000000702b414
偏心,comment,回复：哦 那不错 我打算带四岁双胞胎去 怕太累爬不动了,6a0d2f1f000000000702b414
偏心,comment,回复：我们去年5岁半去的，有小伙伴一起所以走完了，4岁不知道体力跟的上不,6a0d2f1f000000000702b414
偏心,comment,我有时候也会偏心小的，因为太爱生病了，生病后很可怜,6a0d2f1f000000000702b414
偏心,comment,你这不属于偏心，你这是爱,6a0d2f1f000000000702b414
偏心,comment,回复：嗨，就喜欢跟你这样会说话的人说话，哈哈,6a0d2f1f000000000702b414
偏心,comment,不会 虽然我每天累到想死 但是拍屁股哄睡的时候一人拍多少下我都想一样,6a0d2f1f000000000702b414
偏心,comment,两个都有可爱的地方，但一个听话一个拧，还是会偏袒弱小吃亏那个,6a0d2f1f000000000702b414
偏心,comment,都忙得忘记偏心过谁了，咋办,6a0d2f1f000000000702b414
